Gene	In_ML	In_DE	In_MUT	In_STRING	Support_Count
TPSAB1	TRUE	TRUE	FALSE	FALSE	2
MUM1L1	TRUE	TRUE	FALSE	FALSE	2
HJURP	TRUE	TRUE	FALSE	FALSE	2
GSTA1	TRUE	TRUE	FALSE	FALSE	2
ZBTB16	TRUE	TRUE	FALSE	FALSE	2
PALM	TRUE	TRUE	FALSE	FALSE	2
CMYA5	TRUE	TRUE	FALSE	FALSE	2
IDO1	TRUE	TRUE	FALSE	FALSE	2
PPP1R3C	TRUE	TRUE	FALSE	FALSE	2
PRRT3	TRUE	TRUE	FALSE	FALSE	2
DLGAP5	TRUE	TRUE	FALSE	FALSE	2
DEFB132	TRUE	TRUE	FALSE	FALSE	2
TPRXL	TRUE	TRUE	FALSE	FALSE	2
CACNA1D	TRUE	TRUE	FALSE	FALSE	2
C9orf170	TRUE	TRUE	FALSE	FALSE	2
PTGER3	TRUE	TRUE	FALSE	FALSE	2
DNER	TRUE	TRUE	FALSE	FALSE	2
WNT6	TRUE	TRUE	FALSE	FALSE	2
SCUBE1	TRUE	TRUE	FALSE	FALSE	2
ADAMTSL5	TRUE	TRUE	FALSE	FALSE	2
GLYATL2	TRUE	TRUE	FALSE	FALSE	2
RGMA	TRUE	TRUE	FALSE	FALSE	2
CDKN2A	TRUE	TRUE	FALSE	FALSE	2
RCOR2	TRUE	TRUE	FALSE	FALSE	2
GPRC5C	TRUE	TRUE	FALSE	FALSE	2
CXADRP3	TRUE	TRUE	FALSE	FALSE	2
SOX6	TRUE	TRUE	FALSE	FALSE	2
FAM196A	TRUE	TRUE	FALSE	FALSE	2
KRT23	TRUE	TRUE	FALSE	FALSE	2
C16orf45	TRUE	TRUE	FALSE	FALSE	2
WDR65	TRUE	TRUE	FALSE	FALSE	2
SLC39A6	TRUE	TRUE	FALSE	FALSE	2
NPAS1	TRUE	TRUE	FALSE	FALSE	2
SLC7A5	TRUE	TRUE	FALSE	FALSE	2
CENPI	TRUE	TRUE	FALSE	FALSE	2
DEPDC1	TRUE	TRUE	FALSE	FALSE	2
NCRNA00092	TRUE	TRUE	FALSE	FALSE	2
KCNQ4	TRUE	TRUE	FALSE	FALSE	2
MCM10	TRUE	TRUE	FALSE	FALSE	2
SLC40A1	TRUE	TRUE	FALSE	FALSE	2
PLEKHG4B	TRUE	TRUE	FALSE	FALSE	2
CDC20	TRUE	TRUE	FALSE	FALSE	2
MYB	TRUE	TRUE	FALSE	FALSE	2
NXPH3	TRUE	TRUE	FALSE	FALSE	2
ADH1B	TRUE	TRUE	FALSE	FALSE	2
CCDC129	TRUE	TRUE	FALSE	FALSE	2
IGF2BP2	TRUE	TRUE	FALSE	FALSE	2
ABTB2	TRUE	TRUE	FALSE	FALSE	2
CBS	TRUE	TRUE	FALSE	FALSE	2
MAG	TRUE	TRUE	FALSE	FALSE	2
LOC100127888	TRUE	TRUE	FALSE	FALSE	2
PLA2G10	TRUE	TRUE	FALSE	FALSE	2
CCDC78	TRUE	TRUE	FALSE	FALSE	2
BCL2L14	TRUE	TRUE	FALSE	FALSE	2
RBM24	TRUE	TRUE	FALSE	FALSE	2
FAM3D	TRUE	TRUE	FALSE	FALSE	2
LOC84856	TRUE	TRUE	FALSE	FALSE	2
SCNN1A	TRUE	TRUE	FALSE	FALSE	2
PART1	TRUE	TRUE	FALSE	FALSE	2
RLBP1	TRUE	TRUE	FALSE	FALSE	2
MS4A2	TRUE	TRUE	FALSE	FALSE	2
GBP5	TRUE	TRUE	FALSE	FALSE	2
MAGED2	TRUE	TRUE	FALSE	FALSE	2
TRH	TRUE	TRUE	FALSE	FALSE	2
LOC100128977	TRUE	TRUE	FALSE	FALSE	2
CCL18	TRUE	TRUE	FALSE	FALSE	2
GPR98	TRUE	TRUE	FALSE	FALSE	2
SKA3	TRUE	TRUE	FALSE	FALSE	2
CHRDL2	TRUE	TRUE	FALSE	FALSE	2
CDC20B	TRUE	TRUE	FALSE	FALSE	2
TPX2	TRUE	TRUE	FALSE	FALSE	2
ATP6V1C2	TRUE	TRUE	FALSE	FALSE	2
CCDC67	TRUE	TRUE	FALSE	FALSE	2
LOC283174	TRUE	TRUE	FALSE	FALSE	2
NME5	TRUE	TRUE	FALSE	FALSE	2
RASGEF1C	TRUE	TRUE	FALSE	FALSE	2
NIPAL1	TRUE	TRUE	FALSE	FALSE	2
PNMA3	TRUE	TRUE	FALSE	FALSE	2
KCND3	TRUE	TRUE	FALSE	FALSE	2
MPP6	TRUE	TRUE	FALSE	FALSE	2
CYP27C1	TRUE	TRUE	FALSE	FALSE	2
C9orf98	TRUE	TRUE	FALSE	FALSE	2
SPIB	TRUE	TRUE	FALSE	FALSE	2
CCL20	TRUE	TRUE	FALSE	FALSE	2
ADRA2C	TRUE	TRUE	FALSE	FALSE	2
KLHDC9	TRUE	TRUE	FALSE	FALSE	2
FAM57B	TRUE	TRUE	FALSE	FALSE	2
SULT1A2	TRUE	TRUE	FALSE	FALSE	2
SCN7A	TRUE	TRUE	FALSE	FALSE	2
MYBL2	TRUE	TRUE	FALSE	FALSE	2
LYPD6	TRUE	TRUE	FALSE	FALSE	2
DEFB1	TRUE	TRUE	FALSE	FALSE	2
OTX1	TRUE	TRUE	FALSE	FALSE	2
CXCL1	TRUE	TRUE	FALSE	FALSE	2
CHRNA5	TRUE	TRUE	FALSE	FALSE	2
PHYHD1	TRUE	TRUE	FALSE	FALSE	2
KIAA1467	TRUE	TRUE	FALSE	FALSE	2
ANLN	TRUE	TRUE	FALSE	FALSE	2
C9orf169	TRUE	TRUE	FALSE	FALSE	2
HRASLS2	TRUE	TRUE	FALSE	FALSE	2
SLC16A10	TRUE	TRUE	FALSE	FALSE	2
CLGN	TRUE	TRUE	FALSE	FALSE	2
ASTN2	TRUE	TRUE	FALSE	FALSE	2
ANXA8	TRUE	TRUE	FALSE	FALSE	2
MAGEB4	TRUE	TRUE	FALSE	FALSE	2
CXCL14	TRUE	TRUE	FALSE	FALSE	2
UNC5A	TRUE	TRUE	FALSE	FALSE	2
ENTPD8	TRUE	TRUE	FALSE	FALSE	2
CHRM1	TRUE	TRUE	FALSE	FALSE	2
PCDH8	TRUE	TRUE	FALSE	FALSE	2
NXPH1	TRUE	TRUE	FALSE	FALSE	2
CCDC40	TRUE	TRUE	FALSE	FALSE	2
GCNT2	TRUE	TRUE	FALSE	FALSE	2
KIF2C	TRUE	TRUE	FALSE	FALSE	2
MATN4	TRUE	TRUE	FALSE	FALSE	2
HGD	TRUE	TRUE	FALSE	FALSE	2
TRPV6	TRUE	TRUE	FALSE	FALSE	2
PAX2	TRUE	TRUE	FALSE	FALSE	2
CASC1	TRUE	TRUE	FALSE	FALSE	2
C1orf173	TRUE	TRUE	FALSE	FALSE	2
TPSB2	TRUE	TRUE	FALSE	FALSE	2
SLCO5A1	TRUE	TRUE	FALSE	FALSE	2
COCH	TRUE	TRUE	FALSE	FALSE	2
PNPLA7	TRUE	TRUE	FALSE	FALSE	2
IGSF9B	TRUE	TRUE	FALSE	FALSE	2
STX19	TRUE	TRUE	FALSE	FALSE	2
FMO5	TRUE	TRUE	FALSE	FALSE	2
ADIPOQ	TRUE	TRUE	FALSE	FALSE	2
ATP1A4	TRUE	TRUE	FALSE	FALSE	2
KCNE4	TRUE	TRUE	FALSE	FALSE	2
ZG16B	TRUE	TRUE	FALSE	FALSE	2
RAB26	TRUE	TRUE	FALSE	FALSE	2
IL6ST	TRUE	TRUE	FALSE	FALSE	2
RND1	TRUE	TRUE	FALSE	FALSE	2
DOK7	TRUE	TRUE	FALSE	FALSE	2
MUCL1	TRUE	TRUE	FALSE	FALSE	2
HRCT1	TRUE	TRUE	FALSE	FALSE	2
CDCA8	TRUE	TRUE	FALSE	FALSE	2
COL22A1	TRUE	TRUE	FALSE	FALSE	2
GPR126	TRUE	TRUE	FALSE	FALSE	2
CCNO	TRUE	TRUE	FALSE	FALSE	2
EMX1	TRUE	TRUE	FALSE	FALSE	2
RGL3	TRUE	TRUE	FALSE	FALSE	2
MS4A8B	TRUE	TRUE	FALSE	FALSE	2
TRIM2	TRUE	TRUE	FALSE	FALSE	2
ST8SIA1	TRUE	TRUE	FALSE	FALSE	2
ORM2	TRUE	TRUE	FALSE	FALSE	2
GJB6	TRUE	TRUE	FALSE	FALSE	2
AKR7L	TRUE	TRUE	FALSE	FALSE	2
TUSC5	TRUE	TRUE	FALSE	FALSE	2
FAM198B	TRUE	TRUE	FALSE	FALSE	2
PLA2G4F	TRUE	TRUE	FALSE	FALSE	2
SLC27A2	TRUE	TRUE	FALSE	FALSE	2
TAF4B	TRUE	TRUE	FALSE	FALSE	2
CLDN6	TRUE	TRUE	FALSE	FALSE	2
TMEM84	TRUE	TRUE	FALSE	FALSE	2
C10orf90	TRUE	TRUE	FALSE	FALSE	2
LRP2	TRUE	TRUE	FALSE	FALSE	2
BAIAP2L2	TRUE	TRUE	FALSE	FALSE	2
SLC7A4	TRUE	TRUE	FALSE	FALSE	2
PHGR1	TRUE	TRUE	FALSE	FALSE	2
LYPD6B	TRUE	TRUE	FALSE	FALSE	2
CEP55	TRUE	TRUE	FALSE	FALSE	2
TRIM58	TRUE	TRUE	FALSE	FALSE	2
HPN	TRUE	TRUE	FALSE	FALSE	2
LRRC46	TRUE	TRUE	FALSE	FALSE	2
ADCY1	TRUE	TRUE	FALSE	FALSE	2
NRTN	TRUE	TRUE	FALSE	FALSE	2
CBX2	TRUE	TRUE	FALSE	FALSE	2
VIPR2	TRUE	TRUE	FALSE	FALSE	2
MAST4	TRUE	TRUE	FALSE	FALSE	2
HSD17B2	TRUE	TRUE	FALSE	FALSE	2
PTPRN2	TRUE	TRUE	FALSE	FALSE	2
COL11A2	TRUE	TRUE	FALSE	FALSE	2
CLIC6	TRUE	TRUE	FALSE	FALSE	2
SYNPO2L	TRUE	TRUE	FALSE	FALSE	2
EVL	TRUE	TRUE	FALSE	FALSE	2
PGBD5	TRUE	TRUE	FALSE	FALSE	2
PTX3	TRUE	TRUE	FALSE	FALSE	2
C19orf33	TRUE	TRUE	FALSE	FALSE	2
PHGDH	TRUE	TRUE	FALSE	FALSE	2
RPH3AL	TRUE	TRUE	FALSE	FALSE	2
PM20D2	TRUE	TRUE	FALSE	FALSE	2
NEK5	TRUE	TRUE	FALSE	FALSE	2
GPIHBP1	TRUE	TRUE	FALSE	FALSE	2
S100A2	TRUE	TRUE	FALSE	FALSE	2
CALML5	TRUE	TRUE	FALSE	FALSE	2
HDC	TRUE	TRUE	FALSE	FALSE	2
NEIL3	TRUE	TRUE	FALSE	FALSE	2
ANKRD45	TRUE	TRUE	FALSE	FALSE	2
SYTL2	TRUE	TRUE	FALSE	FALSE	2
BAI2	TRUE	TRUE	FALSE	FALSE	2
CYP4F11	TRUE	TRUE	FALSE	FALSE	2
ADRA2A	TRUE	TRUE	FALSE	FALSE	2
ANXA8L2	TRUE	TRUE	FALSE	FALSE	2
C10orf93	TRUE	TRUE	FALSE	FALSE	2
AMBP	TRUE	TRUE	FALSE	FALSE	2
CCL7	TRUE	TRUE	FALSE	FALSE	2
MAGEA4	TRUE	TRUE	FALSE	FALSE	2
SLC6A17	TRUE	TRUE	FALSE	FALSE	2
C21orf15	TRUE	TRUE	FALSE	FALSE	2
KBTBD12	TRUE	TRUE	FALSE	FALSE	2
FIGN	TRUE	TRUE	FALSE	FALSE	2
C6orf211	TRUE	TRUE	FALSE	FALSE	2
CRAT	TRUE	TRUE	FALSE	FALSE	2
SERHL2	TRUE	TRUE	FALSE	FALSE	2
DKK1	TRUE	TRUE	FALSE	FALSE	2
AKR1B15	TRUE	TRUE	FALSE	FALSE	2
ACSM5	TRUE	TRUE	FALSE	FALSE	2
CWH43	TRUE	TRUE	FALSE	FALSE	2
KRT17	TRUE	TRUE	FALSE	FALSE	2
COL9A1	TRUE	TRUE	FALSE	FALSE	2
C14orf174	TRUE	TRUE	FALSE	FALSE	2
GZMB	TRUE	TRUE	FALSE	FALSE	2
SRMS	TRUE	TRUE	FALSE	FALSE	2
ABCA8	TRUE	TRUE	FALSE	FALSE	2
RSPH1	TRUE	TRUE	FALSE	FALSE	2
MAP7D2	TRUE	TRUE	FALSE	FALSE	2
DIAPH3	TRUE	TRUE	FALSE	FALSE	2
AMTN	TRUE	TRUE	FALSE	FALSE	2
PCSK1N	TRUE	TRUE	FALSE	FALSE	2
RANBP3L	TRUE	TRUE	FALSE	FALSE	2
ABCC13	TRUE	TRUE	FALSE	FALSE	2
ST8SIA6	TRUE	TRUE	FALSE	FALSE	2
C5orf46	TRUE	TRUE	FALSE	FALSE	2
BCAM	TRUE	TRUE	FALSE	FALSE	2
OBP2B	TRUE	TRUE	FALSE	FALSE	2
SCGB2A1	TRUE	TRUE	FALSE	FALSE	2
FOLR1	TRUE	TRUE	FALSE	FALSE	2
PLAC9	TRUE	TRUE	FALSE	FALSE	2
CAMKV	TRUE	TRUE	FALSE	FALSE	2
FAM72B	TRUE	TRUE	FALSE	FALSE	2
UBE2C	TRUE	TRUE	FALSE	FALSE	2
CXCL10	TRUE	TRUE	FALSE	FALSE	2
FGF10	TRUE	TRUE	FALSE	FALSE	2
ADAM33	TRUE	TRUE	FALSE	FALSE	2
HR	TRUE	TRUE	FALSE	FALSE	2
NHLRC4	TRUE	TRUE	FALSE	FALSE	2
SEPT3	TRUE	TRUE	FALSE	FALSE	2
GRIK4	TRUE	TRUE	FALSE	FALSE	2
GALNT6	TRUE	TRUE	FALSE	FALSE	2
FSTL4	TRUE	TRUE	FALSE	FALSE	2
C1QTNF7	TRUE	TRUE	FALSE	FALSE	2
DPYSL5	TRUE	TRUE	FALSE	FALSE	2
CSN3	TRUE	TRUE	FALSE	FALSE	2
PAX9	TRUE	TRUE	FALSE	FALSE	2
HS6ST3	TRUE	TRUE	FALSE	FALSE	2
C16orf89	TRUE	TRUE	FALSE	FALSE	2
THRSP	TRUE	TRUE	FALSE	FALSE	2
PRSS12	TRUE	TRUE	FALSE	FALSE	2
KRT5	TRUE	TRUE	FALSE	FALSE	2
FAM64A	TRUE	TRUE	FALSE	FALSE	2
HAO1	TRUE	TRUE	FALSE	FALSE	2
LOC100124692	TRUE	TRUE	FALSE	FALSE	2
CXCL13	TRUE	TRUE	FALSE	FALSE	2
THBS4	TRUE	TRUE	FALSE	FALSE	2
ABCA12	TRUE	TRUE	FALSE	FALSE	2
SGOL1	TRUE	TRUE	FALSE	FALSE	2
C5orf49	TRUE	TRUE	FALSE	FALSE	2
CTSG	TRUE	TRUE	FALSE	FALSE	2
NPNT	TRUE	TRUE	FALSE	FALSE	2
BTNL9	TRUE	TRUE	FALSE	FALSE	2
SLC38A3	TRUE	TRUE	FALSE	FALSE	2
CDC25A	TRUE	TRUE	FALSE	FALSE	2
FOXG1	TRUE	TRUE	FALSE	FALSE	2
TTC22	TRUE	TRUE	FALSE	FALSE	2
MELK	TRUE	TRUE	FALSE	FALSE	2
MSL3L2	TRUE	TRUE	FALSE	FALSE	2
SLC6A4	TRUE	TRUE	FALSE	FALSE	2
LIPE	TRUE	TRUE	FALSE	FALSE	2
TMEM145	TRUE	TRUE	FALSE	FALSE	2
CCNB2	TRUE	TRUE	FALSE	FALSE	2
KIF5C	TRUE	TRUE	FALSE	FALSE	2
C6orf223	TRUE	TRUE	FALSE	FALSE	2
TBX3	TRUE	TRUE	FALSE	FALSE	2
ARNTL2	TRUE	TRUE	FALSE	FALSE	2
CR2	TRUE	TRUE	FALSE	FALSE	2
CACNA1F	TRUE	TRUE	FALSE	FALSE	2
EFCAB6	TRUE	TRUE	FALSE	FALSE	2
HLA-DOB	TRUE	TRUE	FALSE	FALSE	2
PLIN4	TRUE	TRUE	FALSE	FALSE	2
ATP7B	TRUE	TRUE	FALSE	FALSE	2
EXO1	TRUE	TRUE	FALSE	FALSE	2
ADD2	TRUE	TRUE	FALSE	FALSE	2
GATA2	TRUE	TRUE	FALSE	FALSE	2
SEC14L4	TRUE	TRUE	FALSE	FALSE	2
APOF	TRUE	TRUE	FALSE	FALSE	2
LOC645323	TRUE	TRUE	FALSE	FALSE	2
GTSE1	TRUE	TRUE	FALSE	FALSE	2
C15orf42	TRUE	TRUE	FALSE	FALSE	2
LAD1	TRUE	TRUE	FALSE	FALSE	2
IL8	TRUE	TRUE	FALSE	FALSE	2
AQP7	TRUE	TRUE	FALSE	FALSE	2
CRYAB	TRUE	TRUE	FALSE	FALSE	2
LIPG	TRUE	TRUE	FALSE	FALSE	2
CITED1	TRUE	TRUE	FALSE	FALSE	2
PREX1	TRUE	TRUE	FALSE	FALSE	2
ANKRD24	TRUE	TRUE	FALSE	FALSE	2
ADAMDEC1	TRUE	TRUE	FALSE	FALSE	2
FABP4	TRUE	TRUE	FALSE	FALSE	2
S100A1	TRUE	TRUE	FALSE	FALSE	2
VTCN1	TRUE	TRUE	FALSE	FALSE	2
SLITRK6	TRUE	TRUE	FALSE	FALSE	2
GPR156	TRUE	TRUE	FALSE	FALSE	2
FANCA	TRUE	TRUE	FALSE	FALSE	2
SERPINB7	TRUE	TRUE	FALSE	FALSE	2
NOL4	TRUE	TRUE	FALSE	FALSE	2
GREB1L	TRUE	TRUE	FALSE	FALSE	2
RAB30	TRUE	TRUE	FALSE	FALSE	2
CST5	TRUE	TRUE	FALSE	FALSE	2
TMCC2	TRUE	TRUE	FALSE	FALSE	2
SMPD3	TRUE	TRUE	FALSE	FALSE	2
AQP9	TRUE	TRUE	FALSE	FALSE	2
LRP8	TRUE	TRUE	FALSE	FALSE	2
C4orf32	TRUE	TRUE	FALSE	FALSE	2
CELF4	TRUE	TRUE	FALSE	FALSE	2
FAT3	TRUE	TRUE	TRUE	FALSE	3
WDR93	TRUE	TRUE	FALSE	FALSE	2
TMEM26	TRUE	TRUE	FALSE	FALSE	2
PAPL	TRUE	TRUE	FALSE	FALSE	2
CBLN4	TRUE	TRUE	FALSE	FALSE	2
LOC100188947	TRUE	TRUE	FALSE	FALSE	2
RP1	TRUE	TRUE	FALSE	FALSE	2
TFCP2L1	TRUE	TRUE	FALSE	FALSE	2
CD300LG	TRUE	TRUE	FALSE	FALSE	2
WISP2	TRUE	TRUE	FALSE	FALSE	2
DPY19L2P4	TRUE	TRUE	FALSE	FALSE	2
GIPR	TRUE	TRUE	FALSE	FALSE	2
NIPAL4	TRUE	TRUE	FALSE	FALSE	2
LOC121838	TRUE	TRUE	FALSE	FALSE	2
DDN	TRUE	TRUE	FALSE	FALSE	2
DSG3	TRUE	TRUE	FALSE	FALSE	2
CNTNAP2	TRUE	TRUE	FALSE	FALSE	2
RGR	TRUE	TRUE	FALSE	FALSE	2
C10orf79	TRUE	TRUE	FALSE	FALSE	2
CTTNBP2	TRUE	TRUE	FALSE	FALSE	2
RAPGEF3	TRUE	TRUE	FALSE	FALSE	2
MEIS3	TRUE	TRUE	FALSE	FALSE	2
BCL2	TRUE	TRUE	FALSE	FALSE	2
SKA1	TRUE	TRUE	FALSE	FALSE	2
ACSM1	TRUE	TRUE	FALSE	FALSE	2
SCN2B	TRUE	TRUE	FALSE	FALSE	2
ORC1L	TRUE	TRUE	FALSE	FALSE	2
PFKFB1	TRUE	TRUE	FALSE	FALSE	2
BIRC5	TRUE	TRUE	FALSE	FALSE	2
LOC286467	TRUE	TRUE	FALSE	FALSE	2
SHC2	TRUE	TRUE	FALSE	FALSE	2
KIF15	TRUE	TRUE	FALSE	FALSE	2
NAV3	TRUE	TRUE	FALSE	FALSE	2
DGCR5	TRUE	TRUE	FALSE	FALSE	2
TMEM71	TRUE	TRUE	FALSE	FALSE	2
TNXB	TRUE	TRUE	FALSE	FALSE	2
RALGPS2	TRUE	TRUE	FALSE	FALSE	2
SAMD11	TRUE	TRUE	FALSE	FALSE	2
ULBP2	TRUE	TRUE	FALSE	FALSE	2
CHST6	TRUE	TRUE	FALSE	FALSE	2
CELSR1	TRUE	TRUE	FALSE	FALSE	2
LOC645431	TRUE	TRUE	FALSE	FALSE	2
LFNG	TRUE	TRUE	FALSE	FALSE	2
RDH10	TRUE	TRUE	FALSE	FALSE	2
TMEM158	TRUE	TRUE	FALSE	FALSE	2
C7orf63	TRUE	TRUE	FALSE	FALSE	2
POLN	TRUE	TRUE	FALSE	FALSE	2
NPM2	TRUE	TRUE	FALSE	FALSE	2
CD38	TRUE	TRUE	FALSE	FALSE	2
FAM184B	TRUE	TRUE	FALSE	FALSE	2
KLHDC7B	TRUE	TRUE	FALSE	FALSE	2
C3orf15	TRUE	TRUE	FALSE	FALSE	2
FAM134B	TRUE	TRUE	FALSE	FALSE	2
GPD1	TRUE	TRUE	FALSE	FALSE	2
NUF2	TRUE	TRUE	FALSE	FALSE	2
ZNF280B	TRUE	TRUE	FALSE	FALSE	2
C4orf31	TRUE	TRUE	FALSE	FALSE	2
BCL2A1	TRUE	TRUE	FALSE	FALSE	2
ITIH5L	TRUE	TRUE	FALSE	FALSE	2
PRSS3	TRUE	TRUE	FALSE	FALSE	2
C9orf116	TRUE	TRUE	FALSE	FALSE	2
RAI2	TRUE	TRUE	FALSE	FALSE	2
FAM72D	TRUE	TRUE	FALSE	FALSE	2
KLF5	TRUE	TRUE	FALSE	FALSE	2
NKX2-5	TRUE	TRUE	FALSE	FALSE	2
GNG4	TRUE	TRUE	FALSE	FALSE	2
SYTL4	TRUE	TRUE	FALSE	FALSE	2
C16orf71	TRUE	TRUE	FALSE	FALSE	2
CLSPN	TRUE	TRUE	FALSE	FALSE	2
MPV17L	TRUE	TRUE	FALSE	FALSE	2
RASD2	TRUE	TRUE	FALSE	FALSE	2
HSPB8	TRUE	TRUE	FALSE	FALSE	2
PNMT	TRUE	TRUE	FALSE	FALSE	2
DEPDC1B	TRUE	TRUE	FALSE	FALSE	2
GPR158	TRUE	TRUE	FALSE	FALSE	2
TLX3	TRUE	TRUE	FALSE	FALSE	2
PCK1	TRUE	TRUE	FALSE	FALSE	2
MID1	TRUE	TRUE	FALSE	FALSE	2
OXGR1	TRUE	TRUE	FALSE	FALSE	2
PLA2G4A	TRUE	TRUE	FALSE	FALSE	2
MATN3	TRUE	TRUE	FALSE	FALSE	2
HOXB2	TRUE	TRUE	FALSE	FALSE	2
C20orf103	TRUE	TRUE	FALSE	FALSE	2
HRASLS5	TRUE	TRUE	FALSE	FALSE	2
LOC100190938	TRUE	TRUE	FALSE	FALSE	2
ROPN1L	TRUE	TRUE	FALSE	FALSE	2
LRFN2	TRUE	TRUE	FALSE	FALSE	2
KERA	TRUE	TRUE	FALSE	FALSE	2
RAB27B	TRUE	TRUE	FALSE	FALSE	2
VAV3	TRUE	TRUE	FALSE	FALSE	2
UCHL1	TRUE	TRUE	FALSE	FALSE	2
PCDH19	TRUE	TRUE	FALSE	FALSE	2
SH2D2A	TRUE	TRUE	FALSE	FALSE	2
BMP4	TRUE	TRUE	FALSE	FALSE	2
C4orf40	TRUE	TRUE	FALSE	FALSE	2
COL4A6	TRUE	TRUE	FALSE	FALSE	2
LOC284276	TRUE	TRUE	FALSE	FALSE	2
SH3GL3	TRUE	TRUE	FALSE	FALSE	2
TMEM132C	TRUE	TRUE	FALSE	FALSE	2
GLS2	TRUE	TRUE	FALSE	FALSE	2
IRS1	TRUE	TRUE	FALSE	FALSE	2
AIF1L	TRUE	TRUE	FALSE	FALSE	2
TLE6	TRUE	TRUE	FALSE	FALSE	2
MT1H	TRUE	TRUE	FALSE	FALSE	2
CNGA1	TRUE	TRUE	FALSE	FALSE	2
GNMT	TRUE	TRUE	FALSE	FALSE	2
OMD	TRUE	TRUE	FALSE	FALSE	2
GPC2	TRUE	TRUE	FALSE	FALSE	2
LIN28B	TRUE	TRUE	FALSE	FALSE	2
CDC45	TRUE	TRUE	FALSE	FALSE	2
SULT2B1	TRUE	TRUE	FALSE	FALSE	2
CCL14	TRUE	TRUE	FALSE	FALSE	2
STON2	TRUE	TRUE	FALSE	FALSE	2
AFP	TRUE	TRUE	FALSE	FALSE	2
NR2E1	TRUE	TRUE	FALSE	FALSE	2
ODAM	TRUE	TRUE	FALSE	FALSE	2
NRK	TRUE	TRUE	FALSE	FALSE	2
CRHR1	TRUE	TRUE	FALSE	FALSE	2
FOSL1	TRUE	TRUE	FALSE	FALSE	2
C3orf57	TRUE	TRUE	FALSE	FALSE	2
KRT9	TRUE	TRUE	FALSE	FALSE	2
LOC153328	TRUE	TRUE	FALSE	FALSE	2
E2F2	TRUE	TRUE	FALSE	FALSE	2
SVOPL	TRUE	TRUE	FALSE	FALSE	2
LOC93432	TRUE	TRUE	FALSE	FALSE	2
ZNF385B	TRUE	TRUE	FALSE	FALSE	2
E2F8	TRUE	TRUE	FALSE	FALSE	2
TMEM171	TRUE	TRUE	FALSE	FALSE	2
KIF4A	TRUE	TRUE	FALSE	FALSE	2
TTC39A	TRUE	TRUE	FALSE	FALSE	2
UBD	TRUE	TRUE	FALSE	FALSE	2
KNDC1	TRUE	TRUE	FALSE	FALSE	2
NBPF4	TRUE	TRUE	FALSE	FALSE	2
GRIA1	TRUE	TRUE	FALSE	FALSE	2
SRCIN1	TRUE	TRUE	FALSE	FALSE	2
CTNND2	TRUE	TRUE	FALSE	FALSE	2
RHBDL1	TRUE	TRUE	FALSE	FALSE	2
LOC285629	TRUE	TRUE	FALSE	FALSE	2
PSORS1C2	TRUE	TRUE	FALSE	FALSE	2
STARD10	TRUE	TRUE	FALSE	FALSE	2
IL34	TRUE	TRUE	FALSE	FALSE	2
FAM54A	TRUE	TRUE	FALSE	FALSE	2
KIF18B	TRUE	TRUE	FALSE	FALSE	2
NTN4	TRUE	TRUE	FALSE	FALSE	2
ORC6L	TRUE	TRUE	FALSE	FALSE	2
GSTP1	TRUE	TRUE	FALSE	FALSE	2
FAM83D	TRUE	TRUE	FALSE	FALSE	2
NPC1L1	TRUE	TRUE	FALSE	FALSE	2
KIAA1377	TRUE	TRUE	FALSE	FALSE	2
FMO6P	TRUE	TRUE	FALSE	FALSE	2
MND1	TRUE	TRUE	FALSE	FALSE	2
PIF1	TRUE	TRUE	FALSE	FALSE	2
CHAC1	TRUE	TRUE	FALSE	FALSE	2
MAGEA6	TRUE	TRUE	FALSE	FALSE	2
EFNA5	TRUE	TRUE	FALSE	FALSE	2
DHDPSL	TRUE	TRUE	FALSE	FALSE	2
SPAG17	TRUE	TRUE	FALSE	FALSE	2
ITGB8	TRUE	TRUE	FALSE	FALSE	2
GGH	TRUE	TRUE	FALSE	FALSE	2
KCNMA1	TRUE	TRUE	FALSE	FALSE	2
LRRN4CL	TRUE	TRUE	FALSE	FALSE	2
CXCL11	TRUE	TRUE	FALSE	FALSE	2
FAM83E	TRUE	TRUE	FALSE	FALSE	2
ECEL1	TRUE	TRUE	FALSE	FALSE	2
GRP	TRUE	TRUE	FALSE	FALSE	2
APBA2	TRUE	TRUE	FALSE	FALSE	2
PGLYRP4	TRUE	TRUE	FALSE	FALSE	2
MS4A15	TRUE	TRUE	FALSE	FALSE	2
CDCA3	TRUE	TRUE	FALSE	FALSE	2
MFSD7	TRUE	TRUE	FALSE	FALSE	2
PTGS2	TRUE	TRUE	FALSE	FALSE	2
XK	TRUE	TRUE	FALSE	FALSE	2
MMEL1	TRUE	TRUE	FALSE	FALSE	2
BARX1	TRUE	TRUE	FALSE	FALSE	2
SLC23A1	TRUE	TRUE	FALSE	FALSE	2
LOC113230	TRUE	TRUE	FALSE	FALSE	2
SLC7A13	TRUE	TRUE	FALSE	FALSE	2
MAP3K1	TRUE	FALSE	TRUE	FALSE	2
C14orf132	TRUE	TRUE	FALSE	FALSE	2
RAD54L	TRUE	TRUE	FALSE	FALSE	2
TIMP4	TRUE	TRUE	FALSE	FALSE	2
AREG	TRUE	TRUE	FALSE	FALSE	2
GPR19	TRUE	TRUE	FALSE	FALSE	2
TGFA	TRUE	TRUE	FALSE	FALSE	2
